"","944946_CSF_25H_080224","945949_CTR_25H_CSF_070224","948_CSF_25H_080224","950951947_CSF_25H_080224","952953_CSF_25H_080224","954961_CSF_24H_080224","955961_CSF_24H_080224","956_CSF_24H_080224","957_CSF_24H_080224","958963_CSF_24H_080224","959_CSF_24H_080224","960962963_CSF_24H_080224","32963296.1_VECPAC_200224","330632963296.1VECPAC_200224_2","33283356_VECPAC_190224","333033473689_VECPAC_190224","335233703689_VECPAC_200224","335533643665_VECPAC_200224","935_CTR_LPS_CSF_070224","936_CTR_LPS_CSF_070224_2","937_CTR_LPS_CSF_070224","938942_CTR_LPS_CSF_070224","939940.2_CTR_LPS_CSF_070224","940934_CTR_LPS_CSF_070224","941_CTR_LPS_CSF_070224","942_CTR_LPS_CSF_070224","943_CTR_LPS_CSF_070224","CSF_75_103_20122021","CSF_106_20122021","CSF_105_21122021","CSF_101_102_104_21122021","DSS_7177T0.5_090224","DSS_7274T0.8.2_090224","DSS_73_090224","DSS_76_090224","DSS_B896_090224","DSS_T0.5B897_090224","DSS_T0.7_090224","DSS_T0.8_090224","CSF_81_83_108_113_21122021","CSF_109_21122021","CSF_110_21122021","CSF_113_20122021","DSS_7911180902_090224","DSS_114107_090224","DSS_BT1.8_090224","DSS_T1.5T1.7902_090224","DSS_T1.6901_090224","CSF_88_118_21122021","CSF_89_PROVA_07122021","CSF_115_116_121_122_21122021","CSF_118_120_21122021","DSS_8586T3.878906_120224","DSS_91_120224","DSS_117_120224","DSS_1229087_120224","DSS_906T3.8_120224","DSS_907_120224","DSS_T3.6_090224","DSS_T3.7_090224","CSF_96_20122021","CSF_70_21122021","CSF_97_21122021","CSF_123_124_126_20122021","CSF_129_21122021","DSS_93126T5.6_120224","DSS_95127_120224","DSS_12994128_120224","DSS_911T5.6_120224","DSS_912_120224","DSS_T5.5T5.8_120224","DSS_T5.7_120224","3297_VECPAC_190224","33543353VECPAC_190224","3369367333713677_VECPAC_190224","36743677_VECPAC_190224","36773688_VECPAC_190224","3679_VECPAC_190224","36803629.1_REP_VECPAC_200224","3681_VECPAC_190224","3687_VECPAC_190224","VECPAC_36783675_120224"
"Aconitic acid"," 0.6535077193"," 0.2864120933"," 0.7135398859","-0.4317655425","-0.1328255993","-0.1142625910","-0.1576336772"," 0.5135431194","-0.4579606088","-0.6883920731","-0.1573479136","-0.0041544469","-0.1025617252","-0.0001393159"," 0.2497597536"," 0.0432445993"," 0.3369234812","-0.7709123899"," 0.0597260260"," 4.8512184007"," 0.4334968472"," 0.3490753463"," 0.9405918256"," 0.1737638867"," 0.8172190942"," 1.1201895354"," 0.2365170810","-0.3744153980","-1.4558618126","-1.0302459790","-1.2757754576","-1.2449917050","-0.9504297477"," 0.3964194942"," 1.2552865613","-0.7633517438","-0.5054261447","-0.8224485782"," 0.1686522867","-0.9172883460","-1.2486502037","-1.1416652037","-1.0664649270","-0.4532111648","-0.7486505253"," 0.2136156685","-0.2445746032","-0.1937020885","-0.6714014980","-1.1524383164","-1.5914946661","-1.1695880285"," 2.3818686855"," 0.9523225757"," 0.7890238755"," 1.3504228066"," 0.5531031673"," 0.1674544104"," 1.3013049431"," 1.5785408545","-1.3736469150","-1.0982170462","-0.9701994491","-0.8565452426","-1.5391256988"," 0.7010478560","-0.4193105357"," 0.0531654674"," 2.0976487311"," 0.1346745930"," 0.5908297286"," 0.9808393926"," 0.5755751851"," 0.3537795488","-0.1288823882","-0.4079272000"," 0.1310479243"," 0.4554712886","-0.8118252963"," 0.7275889700","-0.0404946566","-0.0022062602"
"Adenine"," 0.11748765"," 1.19614440"," 0.34611582"," 1.26529356","-0.25232507","-0.34913932","-0.37005160","-0.41004155"," 0.60045341"," 0.27161706"," 0.02974877"," 1.10432376","-0.19533171"," 0.02525217","-0.09420171","-0.32066410"," 0.29391764"," 0.91838284","-0.18850835","-0.37684709"," 0.07018437"," 0.24461516"," 0.40624646"," 0.37573775"," 1.92835501","-0.59896250","-0.49163291","-1.05291152","-1.05666611","-1.05409046","-0.04773733"," 0.66650911","-0.01700798"," 4.21832330","-0.06239855","-0.13337413"," 0.75195983"," 0.17291460","-0.53845779","-1.05382141"," 4.41139203","-1.05600931","-1.05071264"," 0.74097128","-0.14197098","-0.63523097","-0.62474029","-0.47856058","-1.05072161","-0.18720307","-0.34935340","-1.05347478"," 1.35436122","-0.64738815","-0.57188813"," 0.47559804","-0.34031318","-0.64052697","-0.19134463"," 1.54363824","-0.82569688","-0.97247283","-0.88202072","-1.05697903","-1.05539611"," 0.45481344","-0.08200181"," 0.72453410"," 0.94166080","-0.75061820","-0.20117772","-0.64313636","-1.00982119"," 1.69614903","-0.50559593"," 0.83473026","-0.27989633","-0.54704432","-0.05042692","-1.00525581","-1.03427568"," 0.40399462"
"Adipic acid","-0.18406353","-0.18468822","-0.17818853","-0.17321569","-0.18220103","-0.18195923","-0.16688602","-0.16800432","-0.18778623","-0.18022458","-0.17993939","-0.17693152","-0.18474537","-0.18220103","-0.18308573","-0.18803389","-0.18821674","-0.19471718","-0.17517318","-0.16800432","-0.17831896","-0.18406353","-0.18220103","-0.17585010","-0.17442907","-0.16913822","-0.17563130","-0.13304398","-0.02836075","-0.08512116"," 0.01078396","-0.19063673","-0.17495710","-0.17517318","-0.17818853","-0.17517318"," 8.66444152","-0.17079880","-0.18163582","-0.04060671","-0.04078005","-0.10447268","-0.01694123","-0.17799271","-0.18309819","-0.17810994","-0.17381803","-0.17933144","-0.08210602","-0.12606256"," 0.88724607","-0.02334817","-0.17724792","-0.17436202","-0.17394462","-0.17242787","-0.17120590"," 0.52073860","-0.17560878"," 1.64599563"," 0.24117645"," 0.09274217","-0.00307713","-0.19954965","-0.13061748","-0.17517318","-0.18099160","-0.18868266","-0.18474537","-0.18064863","-0.17517318","-0.17023092","-0.16129009","-0.18239732","-0.19124191","-0.18943204","-0.18608675","-0.15691251","-0.17955890","-0.15758615","-0.18113023","-0.17614672"
"Adipoyl-L-carnitine","-0.50008173"," 2.41095225","-0.64110307","-0.18589647","-0.59168607"," 0.11044117","-0.64096401"," 1.05386261","-0.64122116","-0.64112813"," 0.89170535"," 0.65268196"," 0.26511572","-0.64115244","-0.55251715","-0.40233023","-0.58772130","-0.61596544","-0.07728277"," 0.20248948","-0.64110468","-0.64117536"," 0.03557996","-0.64107430"," 3.49670446","-0.64099172","-0.64107161"," 1.30226731","-0.49506728","-0.64133706","-0.51448714","-0.53550015","-0.55778191","-0.62033387","-0.64110307","-0.64106598","-0.44866427","-0.60094205","-0.61880930","-0.20267465","-0.51365747","-0.64135621","-0.43712516","-0.64110067","-0.52424794","-0.51853392"," 1.38182652","-0.64111714","-0.14253483","-0.64129066","-0.32123337","-0.33183560","-0.61483658"," 2.52073036"," 0.04944256"," 0.20754080","-0.63909424","-0.60045546","-0.64107133"," 1.20331300","-0.64135923","-0.32582191","-0.21251677","-0.37230182","-0.42800480"," 0.75873455"," 0.95546685","-0.61172890","-0.38826649"," 1.57234940"," 1.49400828"," 3.18168885"," 1.94794702"," 3.28388362","-0.58910307","-0.58446789","-0.50778032","-0.64084130"," 0.10196923","-0.64084959"," 0.25066371"," 0.90340208"
"alpha-Hydroxyisobutyric acid"," 0.316134468"," 0.068786725"," 0.482473926","-0.173606254"," 0.425942504"," 0.214596542"," 0.896518372","-0.006174079","-0.356667848","-0.155370113"," 0.309493203","-0.303217773","-0.547342567","-0.545086213"," 2.552702818","-0.550258876"," 4.223467768","-0.556185708","-0.159580003"," 0.177861914"," 0.047430175"," 0.067665184","-0.015156480","-0.039196693","-0.411027420"," 0.190636152"," 0.536586928","-0.557544722","-0.273711978","-0.558392944","-0.551573532","-0.552567114"," 1.336944566","-0.538853811"," 2.275453379"," 2.467454866"," 1.881167803"," 2.706139501","-0.544584976","-0.202696113","-0.560729491"," 0.886205130","-0.555962671","-0.541354212","-0.545881827","-0.541458179","-0.537652048","-0.542541422","-0.555969123","-0.555048807","-0.556470995","-0.198797744","-0.540693722","-0.538134467","-0.537764307","-0.536419231","-0.535335574","-0.542712097","-0.539240110","-0.548850367"," 0.673083197","-0.028342228","-0.555561798","-0.560471212","-0.559332334","-0.538853811"," 0.871471612","-0.550834214","-0.547342567","-0.543709525"," 3.817964875","-0.534470947","-0.526542092","-0.545260287","-0.553103796","-0.551498775","-0.548532126","-0.522659992","-0.542743134","-0.523257391","-0.544136607","-0.539717160"
"Allylescaline","-0.512220086"," 0.232904455","-0.250832095"," 4.148380131"," 0.026047985","-0.179256751"," 0.828246572"," 0.510842467","-0.497576921"," 1.050094826","-0.328525734"," 0.083607570"," 0.249016642","-0.146568837","-0.020029552","-0.455178890"," 1.268788835","-0.575797630","-0.948933337"," 0.238721894","-0.218665553","-0.249015109"," 0.689007175"," 0.572702163"," 1.257694344"," 0.431999028"," 0.743888693","-0.601097869","-0.955758316","-1.454485049","-0.678212386"," 0.021696998"," 1.629123491"," 1.877223492"," 0.503130368"," 1.802190042"," 0.566614277","-0.553381744"," 0.893549373","-1.691320995","-1.365090544","-1.649770097","-1.091521704"," 0.966273643"," 0.843231116"," 0.347639314"," 0.810001027","-1.545746830","-1.459216057"," 2.415038967","-0.491116310","-1.140517274"," 0.117676240","-0.822231373","-0.691374509"," 0.659429899","-1.311585574","-0.792019501"," 1.700869388"," 0.664817755","-1.184451672","-0.696899769","-0.507376017","-0.911841778","-1.241959930","-0.002079177","-0.120698437","-0.550975500"," 0.951671135","-0.604339792","-0.236291961","-0.212228547"," 0.222570707"," 0.010824409","-0.619895208","-0.118218264","-0.616422199","-0.738027885"," 0.521827847"," 1.075230766"," 0.461153663","-0.354973933"
"Aminoguanidine","-0.232240838","-0.232633426","-0.228548695","-0.225423511","-0.231070353","-0.230918395","-0.221445629","-0.222148429","-0.234580374","-0.229828251","-0.229649023","-0.227758727","-0.232669342"," 1.486917852","-0.231626344","-0.234736015","-0.234850925","-0.238936127","-0.226653696","-0.222148429","-0.228630666","-0.232240838","-0.231070353","-0.227079106","-0.226186063","-0.222861029","-0.226941602","-0.239899207","-0.006383215","-0.046457708"," 0.179699723"," 7.192605177","-0.226517905","-0.226653696","-0.228548695","-0.226653696","-0.232469098"," 1.304414139","-0.230715146","-0.041633923","-0.118881281","-0.038195683","-0.062698463","-0.228425631","-0.231634173","-0.228499308","-0.225802053","-0.229266960"," 0.012549165","-0.195790116"," 0.030300647"," 0.025508414","-0.227957568","-0.226143925","-0.225881607","-0.224928405","-0.224160460","-0.229387911","-0.226927450","-0.233737861","-0.040584059","-0.068783768","-0.034248262","-0.033233075","-0.051760965","-0.226653696","-0.230310288","-0.235143734","-0.232669342","-0.230094748","-0.226653696","-0.223547733","-0.217928866"," 4.690475288","-0.236752097","-0.235614682","-0.233512335","-0.215177775","-0.229409905","-0.215601128","-0.230397404","-0.227265517"
"Aniline","-0.865219156","-0.787462733","-1.681130642"," 2.151958234"," 0.148170782"," 0.589752728"," 0.906952950"," 0.234423880"," 0.154593632","-0.118838101","-1.214946734"," 1.577926920","-1.064740742","-0.588444754"," 0.995264207"," 0.273647566","-1.449700648","-0.858442914"," 0.197855402"," 0.902630164"," 0.703796546"," 0.065974742","-1.687153752"," 1.678398312"," 3.057826440"," 0.564909411"," 1.042923023","-1.080627270","-1.339942309","-0.706697427"," 0.474950067","-0.366007334","-0.534394379"," 0.674343493","-0.203788842","-0.034576648"," 0.296084415"," 0.443057767","-0.486169797","-0.649931761","-0.952664219","-0.819591678","-1.107574633"," 1.042923023"," 0.819355800","-1.023780267"," 0.448884154","-1.135364896","-0.417003920","-1.302080152","-0.561487311","-0.541820506"," 0.601570017","-0.058837424","-0.446271398"," 0.649898911","-0.385021803","-0.223123183"," 1.238234964"," 1.731936448","-1.376889235","-0.807640746","-0.770971695","-1.429855781","-0.829060564"," 1.207865812"," 1.694868622"," 1.826675767","-1.308643823","-0.465575077"," 0.582722583","-1.428727232"," 0.125228716"," 1.375536583","-0.279759760","-0.070255171"," 0.185106198"," 1.236586392"," 0.000433264"," 0.775273541","-0.158512042"," 0.940186985"
"Azelaic acid","-0.26670204"," 1.04878832"," 0.78185571"," 2.05416721"," 0.40158087","-0.35586108","-1.00869451"," 0.40072763","-0.08399848"," 0.48286536"," 0.13274692"," 0.80841299"," 0.08317537","-0.06521651"," 0.09823544","-0.08712742"," 0.45621016"," 0.07938897","-1.28034805","-0.11967471","-0.09737163"," 0.02983576"," 0.35262315"," 0.11438792"," 1.05840453","-0.14849553"," 0.23287962","-0.88353874","-0.84658798","-0.80205023","-0.35414272","-1.45525761"," 1.80547256"," 2.69325334"," 0.93999916"," 1.55773692"," 0.95699644"," 2.73924817"," 1.28404689","-0.76445542","-0.80446962","-0.77755365","-0.55740563"," 0.77229936"," 1.42264861"," 1.26625555"," 0.93444733","-1.44257253","-0.63018521","-0.82250014","-0.72583185","-0.77313671","-1.44023472"," 0.12045617"," 1.66664088"," 0.41891209","-0.38617582","-1.44278848","-1.43839552"," 1.24628596","-0.90186615","-0.74098599","-0.60185096","-0.73021135","-0.85053815","-1.43790675"," 0.75290407","-1.45306505","-1.44864722","-0.19473862"," 0.49779097","-1.43236130"," 0.82347031","-1.44601260","-0.16528195","-0.08844396","-1.45015231"," 0.55228472"," 0.12115460"," 0.56770411"," 0.06136801"," 0.98517279"
"Aziridine, 1-(2-buten-2-yl)","-0.1848703","-0.1850557"," 3.0392992","-0.1816523","-0.1843178","-0.1842461","-0.1797745","-0.1801063","-0.1859747"," 8.2136232","-0.1836469","-0.1827546","-0.1850726","-0.1843178","-0.1845803","-0.1860482","-0.1861024","-0.1880308","-0.1822330","-0.1801063","-0.1831662","-0.1848703","-0.1843178","-0.1824338","-0.1820122","-0.1804427","-0.1823689","-0.1423048","-0.1222707","-0.1346266","-0.1464692","-0.1868203","-0.1821689","-0.1822330","-0.1831275","-0.1822330","-0.1849781","-0.1809353","-0.1841501"," 0.1762664"," 1.2785965"," 0.4026216","-0.1569028","-0.1830694","-0.1845840","-0.1831042","-0.1818309","-0.1834665","-0.1563066","-0.1876505"," 0.1160355","-0.1650456","-0.1828484","-0.1819923","-0.1818685","-0.1814185","-0.1810560","-0.1835236","-0.1823622","-0.1855770","-0.1500222","-0.1879428","-0.1685220"," 0.2034359","-0.1702907","-0.1822330","-0.1839590","-0.1862406","-0.1850726","-0.1838573","-0.1822330","-0.1807668","-0.1781145","-0.1843761","-0.1869999","-0.1864629","-0.1854705","-0.1768158","-0.1835340","-0.1770157","-0.1840002","-0.1825218"
"Benz[a]anthracene-1,7,12(2H)-trione, 3,4-dihydro-8-hydroxy-3-methyl-, (3S)","-2.106995e-01","-2.109090e-01","-2.087294e-01","-2.070618e-01","-2.100749e-01","-2.099938e-01","-2.049392e-01","-2.053142e-01","-2.119478e-01","-2.094121e-01"," 3.952261e+00","-2.083079e-01","-2.109281e-01","-2.100749e-01","-2.103716e-01","-2.120309e-01","-2.120922e-01","-2.142720e-01","-2.077182e-01","-2.053142e-01","-2.087731e-01","-2.106995e-01","-2.100749e-01","-2.079452e-01","-2.074687e-01","-2.056945e-01","-2.078718e-01","-1.452842e-01","-1.770847e-01"," 6.292456e-02","-2.125280e-01","-2.129037e-01","-2.076458e-01","-2.077182e-01","-2.087294e-01","-2.077182e-01","-2.108213e-01","-2.062513e-01","-2.098854e-01","-7.358037e-02","-1.987605e-01","-1.793765e-01"," 2.492706e-01","-2.086637e-01","-2.103758e-01","-2.087030e-01","-2.072638e-01","-2.091126e-01","-1.671541e-01","-2.138421e-01","-1.906805e-01","-1.416296e-01"," 5.836298e+00","-2.074462e-01","-2.073062e-01","-2.067976e-01","-2.063878e-01","-2.091772e-01","-2.078643e-01","-2.114983e-01","-2.005933e-01","-1.626260e-01","-3.023659e-05","-1.932611e-01","-1.915414e-01","-2.077182e-01","-2.096693e-01","-2.122484e-01","-2.109281e-01","-2.095543e-01","-2.077182e-01","-2.060609e-01","-2.030627e-01","-2.101407e-01","-2.131067e-01","-2.124997e-01","-2.113779e-01","-2.015947e-01","-2.091889e-01"," 5.300837e+00","-2.097158e-01","-2.080447e-01"
"Benz[c]acridine, 5,10-dimethyl"," 0.64556031","-0.27025668","-0.26846873","-0.26710079","-0.26957250","-0.26950599","-0.26535961","-0.26566724"," 4.48185607","-0.26902881","-0.26895036","-0.26812295","-0.27027240","-0.26957250","-0.26981587","-0.27117702","-0.27122732"," 2.04720470","-0.26763926","-0.26566724","-0.26850461","-0.27008484","-0.26957250","-0.26782547","-0.26743457","-0.26597915","-0.26776528","-0.20249979","-0.26219054","-0.21889493","-0.24223082","-0.27189301","-0.26757982","-0.26763926","-0.26846873","-0.26763926","-0.27018475","-0.26643595","-0.26941702","-0.03678179"," 0.57360357"," 0.05786318","-0.22690526","-0.26841487","-0.26981929","-0.26844712","-0.26726649","-0.26878313","-0.23455512","-0.27266281","-0.07287043","-0.25201885","-0.26820999","-0.26741613","-0.26730131","-0.26688408","-0.26654794","-0.26883607","-0.26775909","-0.27074011","-0.21429930","-0.27293385","-0.27282194"," 0.04085636","-0.25583992"," 5.16557957"," 4.81906834","-0.27135548","-0.27027240","-0.26914546","-0.26763926","-0.26627974","-0.26382027","-0.26962650","-0.27205949","-0.27156162","-0.27064139","-0.26261608","-0.26884570","-0.26280138","-0.26927794"," 1.04211111"
"Benzaldehyde, 2,5-dimethoxy"," 0.06188508"," 0.99772898"," 0.61340184"," 2.03084887","-0.11802866"," 0.11265861"," 0.46764595"," 0.31136572","-0.24040611","-2.39342288"," 0.46286052"," 0.45876537","-0.42169428","-0.64962557"," 0.07271283","-0.64421112"," 0.05398264","-1.00121104"," 0.41133253"," 0.74705196"," 1.10873553"," 0.20385303"," 0.49747435"," 0.72194899"," 2.56088878"," 0.75513783"," 0.81344295","-0.34626274","-1.25345103","-1.28822767","-1.33950134"," 0.30837986"," 0.65493083"," 0.44817721"," 0.24965375"," 0.58511073"," 1.02582331"," 0.55194665"," 0.47427617","-1.33164444","-1.56868853","-1.47395350","-0.82818685"," 0.07702328"," 0.15625866"," 0.55777723"," 0.52731566"," 0.34416578","-1.10706451","-1.91317181","-1.56353630","-1.46519017"," 0.03476069"," 0.32196196"," 0.84715490"," 1.20311352","-0.07151002","-0.61070001"," 0.88387829"," 1.50571265","-1.67952260","-1.12030217","-0.96522215","-2.29700591","-1.65776182","-0.06276237","-0.13246447","-0.07116384","-0.03279349","-0.01079370"," 1.25117867","-0.38780710"," 1.74925315"," 2.00272815","-0.40440581","-0.31844321"," 0.04165443"," 0.33909629","-0.04499671"," 1.74440611","-0.47721059","-0.05711578"
"Benzene, 1,4-dimethoxy"," 0.35271998"," 0.31830167"," 0.64610175"," 1.39824481","-0.02502052"," 0.93738829"," 1.09526138"," 0.25767466","-0.63655796"," 0.17622792"," 0.21656293","-0.06598186","-0.42828254","-0.40586164"," 0.02812990","-0.63824848"," 0.38035789","-0.90088475"," 0.08282067"," 1.03530727"," 0.58081569"," 0.13379802"," 0.27762684"," 0.85306160"," 0.95659271"," 0.30964018"," 0.58158961","-1.11861682","-1.74708124","-1.56024077","-1.06388905"," 0.01301027"," 0.23855531"," 0.56569037","-0.17326014"," 0.03230870"," 0.59042904"," 0.95204568"," 0.64769117","-1.54338184","-1.62973550","-1.82747673","-1.30847578","-0.10919847"," 0.33684557"," 0.51861345"," 0.40434823"," 0.30603217","-1.42358961"," 2.15663738","-1.56791579","-1.67456395"," 0.11884263"," 0.61198789"," 0.44002803"," 0.30819660"," 0.45764107","-0.28033024"," 0.90391617"," 0.87904570","-1.80999999","-1.38544452","-1.37948855","-1.23217295","-1.73380462","-0.38704036","-0.65368737","-0.51492171","-0.50433446"," 1.03939087"," 2.61934666"," 1.11936366"," 1.33839212"," 1.18771328","-0.27118974","-0.33179672","-0.51957934"," 0.39035866","-0.10197664"," 3.02770592","-0.47416035","-0.39416937"
"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)","-0.32360178"," 0.79487361","-0.32259498","-0.32174278","-0.32328260","-0.32324117","-0.32065806","-0.32084971","-0.32423974","-0.32294390","-0.32289503","-0.32237957","-0.30621625","-0.32328260","-0.32343422","-0.32428218","-0.32431352","-0.32542750","-0.32207824","-0.32084971","-0.32261733"," 3.49295825","-0.32328260"," 2.52985231","-0.32195072","-0.32104403","-0.32215675","-0.07290151","-0.10154333","-0.32585403","-0.15921112","-0.32472824","-0.32204121","-0.32207824","-0.32259498","-0.32207824"," 0.77696770","-0.32132860","-0.32318574","-0.22419645","-0.17255117","-0.11261758","-0.32538440","-0.32256142","-0.32343635","-0.32258151","-0.32184601"," 1.43307238","-0.17359208"," 0.46841914","-0.20547955","-0.22096842","-0.32243379","-0.32193923","-0.32186770","-0.32160777","-0.32139836"," 1.31605292","-0.32215289","-0.32401000","-0.30609968","-0.11118893","-0.11387220","-0.05315625","-0.26919347","-0.32207824"," 0.08265546","-0.32439336"," 4.68650902","-0.32301657","-0.32207824","-0.32123128","-0.31969909"," 5.36116657","-0.27432762","-0.32452179","-0.32394850","-0.31894890","-0.32282982","-0.31906434","-0.32309910","-0.32224507"
"Benzene, 1-ethyl-3,5-dimethyl","-0.58734119","-0.58759499"," 0.61277937","-0.58293388","-0.58658448","-0.58648625"," 1.66583352","-0.58081659","-0.58885366"," 2.86632595","-0.58566561"," 2.16637606","-0.58761821"," 0.68721417","-0.58694392","-0.58895428"," 0.61338419","-0.26538547"," 0.69877315","-0.58081659","-0.58500726"," 1.11302396","-0.58658448","-0.58400420","-0.58342686"," 1.75155843","-0.58391530","-0.59229221","-0.59352981","-0.45303411","-0.49237013","-0.59001178"," 2.40011015","-0.58372918","-0.58495427","-0.58372918","-0.58748875","-0.58195194"," 1.38554052","-0.59259213","-0.59375128","-0.59331331","-0.59156741","-0.58487471","-0.58694899"," 0.30755853","-0.28409761"," 1.25971010","-0.59157037"," 0.53884897"," 0.51119363","-0.57042199","-0.58457211"," 2.28261916","-0.58323003","-0.58261380"," 1.52019312","-0.58549681"," 1.67524544","-0.58830899","-0.12206630","-0.42635134","-0.15780258"," 0.43909837","-0.27479083","-0.58372918","-0.58609311","-0.58921787","-0.58761821","-0.58595377"," 4.40793153","-0.47717098"," 0.02227236","-0.58666423"," 0.58809561"," 0.77502844"," 0.92961993","-0.57631016","-0.14232396","-0.57658385","-0.58614943","-0.58412471"
"Benzeneacetic acid","-0.324674402"," 0.033579507","-0.318536671","-0.313341440","-0.322728615","-0.322476005","-0.306728703","-0.004136335","-0.171609504","-0.320663775","-0.320365831","-0.317223447","-0.325386737"," 0.081946113"," 0.161899117"," 0.053391975","-0.329013348","-0.335804492"," 4.580877897","-0.307897020"," 0.030312497","-0.324674402","-0.322728615","-0.316093661"," 1.174804898","-0.309081630","-0.315865077","-0.206054461","-0.221394861","-0.174730781","-0.230750399","-0.331541570","-0.315160734","-0.315386469","-0.118571089","-0.315386469","-0.325053856","-0.310816465","-0.322138128","-0.143860025","-0.283122370","-0.173053264","-0.207752939","-0.318332093","-0.323665897","-0.318454572","-0.313970719"," 3.979029441","-0.040083376","-0.259952593","-0.116943574","-0.163703251","-0.317553996","-0.314539039","-0.141666846","-0.312518387","-0.311241773","-0.319931764"," 4.808307917","-0.327163017","-0.267452834","-0.269226380","-0.261970892","-0.194346594","-0.266357120","-0.315386469","-0.321465102","-0.329500108","-0.325386737","-0.321106794","-0.315386469","-0.310223190"," 0.584266854","-0.322933685","-0.332173813","-0.330283001","-0.326788109","-0.296309171"," 0.025454555"," 3.681632919","-0.321609922"," 0.055927192"
"Benzenepropanoic acid","-1.03914363"," 0.46917315"," 0.51986173"," 1.80872483","-0.11058864"," 0.17393968","-0.06784535","-0.08769621","-0.08542478"," 3.09575437"," 0.41229800"," 0.33050365","-0.21799504","-0.84518040","-0.17852883","-0.53032983"," 0.23654093","-0.77074438","-0.35486905"," 0.33236939"," 0.30174017","-0.13103292","-0.09616158"," 0.23221823"," 1.24542738","-0.29779365"," 0.05617643","-0.84611719","-1.28566065","-0.53341849","-1.07651638"," 0.42334093"," 0.99118568","-0.05888458"," 0.40825809","-0.18881522","-0.40639607","-1.09633084","-0.04097160","-0.63505261","-1.62731098","-0.37067108","-1.07519197"," 0.01709662","-0.05706682","-0.97667691","-0.81515376"," 1.28060491","-1.08353693","-1.34986037","-1.21716457","-1.36944316"," 0.81194092"," 0.26602106"," 0.54830694"," 2.17231556"," 1.24338224","-0.61997951","-0.43788296"," 1.25555557","-1.08640233","-0.77077343","-0.55763678","-0.92563470","-0.39308757","-0.15685565","-0.29625936"," 0.28091709","-0.19358994","-0.97163747"," 4.37537097","-0.30062760"," 1.09267328"," 0.76183376","-0.51137118","-0.56364207"," 0.11095066"," 1.55445441","-0.50237629"," 0.22568976"," 0.21000651"," 1.96669841"
"Benzenesulfonamide, N-butyl"," 0.087766827"," 0.337317616"," 1.131837460"," 2.719248395","-0.014768535","-0.440579823"," 0.428587260"," 0.141458623","-0.824033770"," 0.947088509","-0.403599480"," 0.142958591"," 0.026710705","-0.420511894","-0.308705565","-0.918210848"," 0.243591212","-0.519112979"," 0.285950762"," 0.505284799"," 1.111997456","-0.101729696"," 0.351981543"," 0.429419830"," 1.428456999","-0.010815353"," 0.271455017","-2.021965803","-2.044311595"," 0.107955232"," 0.431405145"," 0.919523975"," 0.365508231"," 2.201445963"," 0.378497145"," 0.555343200"," 0.363941782"," 0.021533478","-0.245516034"," 0.474362050"," 1.660971987"," 0.180743909"," 0.149563898"," 0.140698572","-0.174502110","-0.263251027"," 0.218824388"," 0.034334702","-2.008932321","-2.001319395","-2.013083845","-2.025318053"," 1.394980572","-0.191166084"," 0.643826905"," 1.299345886","-0.142482233","-0.360733321","-0.072453892"," 0.129779805","-2.042199767","-2.008547325","-2.005562890","-2.046173956","-0.584867851"," 0.369097254","-0.156215947"," 0.102800725"," 0.303048685","-0.626225169"," 1.358909287","-0.003396016"," 0.603107383"," 2.306245264","-0.371715196","-0.155719860","-0.117062739"," 0.893274795","-0.086707282","-0.192181818","-0.158478837","-0.118023514"
"Benzoic acid, 2-hydroxy-3-[(2-hydroxy-4-methoxy-6-propylbenzoyl)oxy]-4-methoxy-6-propyl-, methyl ester ","-0.56505973"," 1.97630358","-0.02702670"," 1.63905728","-0.86554079","-0.70235414","-0.36031590","-0.05985165","-0.04578142"," 0.56679663","-0.21107139"," 0.75303095"," 1.30006829","-0.37380990","-0.13233562","-0.50186748","-0.14478627","-0.38730408"," 0.06770284"," 0.08006055"," 0.64581427","-0.03054945"," 0.37254246"," 0.11612462"," 3.99700635"," 0.88343228"," 0.97579807","-1.19704085","-1.44507025","-0.76043863","-0.76292899"," 0.60751443"," 0.92288354","-0.10366141","-0.90330875"," 0.52297804"," 0.09299765"," 0.05939712","-0.48022074","-1.04801748","-1.02844144","-1.18529238","-1.28113517","-0.12927040","-0.35687455","-0.44087187","-0.36797951","-0.95728355","-1.09346849","-1.38739949","-0.90307774","-0.84279622"," 1.03225849"," 0.74910315"," 0.65566074"," 1.36790907","-0.51905975","-0.73929007","-0.44343748"," 0.87431820","-1.36640693","-1.33228059","-1.34190448","-1.24215840","-1.03209584"," 1.16849020"," 1.07157002"," 0.81188290"," 0.58175576"," 0.31600399"," 2.61832122"," 1.79443809"," 0.23402891"," 1.37526522","-0.72806290","-0.17171373","-0.23785349","-0.94212211"," 0.20815457","-0.21869784","-0.32364301"," 1.28228959"
